q_id,doc_id,question,answer,doc_path,documents,deck_url,arithmetic_expression,evidence_pages,answer_type,resoning_type,directory_exists
1812,procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95,What is the value of the projects of the company which Ronald M.L. Martins is affiliated with under evaluation in US$ Billion?,27.8,procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf,"['procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf', 'siecomsservicemarketingapril201424042014ver2-140505001912-phpapp02_95.pdf', 'chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95.pdf', 'aviewoffruitcultureinafghanistan-141025192131-conversion-gate02_95.pdf']",https://www.slideshare.net/petrobrasri/procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012,,"[0, 4]",Single-Span,Multi-Hop,True
1814,procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95,What percentage of the projects of the company whose projects and contracts must withstand the challenges of the Strategic Plan under implementation are RTM?,24.8,procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf,"['procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf', 'chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95.pdf', 'ch08-sales-training-1215322718314319-9_95.pdf', 'auto-100113133616-phpapp01_95.pdf', 'mewa16z-150619153942-lva1-app6892_95.pdf', 'forresterwebinar-fulldeck-150123102636-conversion-gate01_95.pdf', 'citrix2-091030171010-phpapp02_95.pdf', 'barcampbournemouthcanvaskeynote-100410160445-phpapp02_95.pdf']",https://www.slideshare.net/petrobrasri/procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012,,"[4, 18]",Single-Span,Multi-Hop,True
1816,procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95,What percentage of exploration from 2012-2016 was the layer which was new exploratory border?,24,procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf,"['procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf', 'antibiotics-141109111447-conversion-gate02_95.pdf', 'caltraincapacitymountainview1-150701205750-lva1-app6891_95.pdf', 'publicopinionlandscape-election201610-151013152816-lva1-app6892_95.pdf', 'colawarscontinue-final-140515114621-phpapp02_95.pdf', 'bioassaytechniques-150116070330-conversion-gate01_95.pdf', 'barcampbournemouthcanvaskeynote-100410160445-phpapp02_95.pdf', 'nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95.pdf', 'brandmanagement-itchotels-150823162717-lva1-app6892_95.pdf']",https://www.slideshare.net/petrobrasri/procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012,,"[8, 11]",Single-Span,Multi-Hop,True
1818,researchreportonfootballinindia2015-150122112755-conversion-gate01_95,"Which country has the highest Percentage of fans, Italy or the country which has 18,406,397 football fans?",Italy,researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf,"['researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf', 'cinemart-120205012042-phpapp01_95.pdf', 'reportq32015-151009093138-lva1-app6891_95.pdf', 'redcardfinal-140220002603-phpapp01_95.pdf', 'augustteamsworkpresentation1-151002172254-lva1-app6892_95.pdf']",https://www.slideshare.net/simplify360/interesting-findings-on-football-in-india,,"[2, 3]",Single-Span,Multi-Hop & Discrete,True
1820,researchreportonfootballinindia2015-150122112755-conversion-gate01_95,"Which country has a higher Percentage of fans, Brazil or the country where Simplify360 has its headquarter in Carrollton?",Brazil,researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf,"['researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf', 'evaluationofexistingwebstructureofafghanuniversities-150529151659-lva1-app6891_95.pdf', 'mewa16z-150619153942-lva1-app6892_95.pdf', 'climatechange2009perceptions-091204092626-phpapp02_95.pdf']",https://www.slideshare.net/simplify360/interesting-findings-on-football-in-india,,"[3, 17]",Single-Span,Multi-Hop & Discrete,True
1822,researchreportonfootballinindia2015-150122112755-conversion-gate01_95,What is the percentage of fans in the country which is the home to world's largest football fan base (170 million)?,13.82,researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf,"['researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf', 'connectedcarsecurity-150902031020-lva1-app6892_95.pdf', 'analytics1-151203211051-lva1-app6892_95.pdf', 'basicsofphitsmeasurementslideshare-140909024224-phpapp01_95.pdf', 'barcampbournemouthcanvaskeynote-100410160445-phpapp02_95.pdf', 'childdevelopment-141125142743-conversion-gate02_95.pdf', 'overviewofe-commerceinthemiddleeast-140508065901-phpapp01_95.pdf', 'renewableenergypresentation-150404092630-conversion-gate01_95.pdf', 'automotivecomponentsindustry-100405083435-phpapp01_95.pdf']",https://www.slideshare.net/simplify360/interesting-findings-on-football-in-india,,"[1, 3]",Single-Span,Multi-Hop,True
1824,researchreportonfootballinindia2015-150122112755-conversion-gate01_95,How much is the Total PR value (in USD M) from Social Media to Sponsors on association with the league whose SSI score is 33.3?,1.5,researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf,"['researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf', 'aseaneconomicintegration-100314152951-phpapp01_95.pdf', 'embeddedsysteminvehicles-140413160734-phpapp02_95.pdf', 'shrmsurveyfindings-strategic-benefits-wellness-initiatives-151014165419-lva1-app6892_95.pdf', 'alternativetoplasticandglobalwarming-140912094328-phpapp01_95.pdf', 'axuremeetup-130504183752-phpapp02_95.pdf', 'bitcoin-140122035946-phpapp02_95.pdf', 'brandmanagement-itchotels-150823162717-lva1-app6892_95.pdf', 'nativesummit-140908132043-phpapp01_95.pdf', 'allindiapressrelease-indiarealestateoutlookreport-150128001550-conversion-gate02_95.pdf']",https://www.slideshare.net/simplify360/interesting-findings-on-football-in-india,,"[5, 6]",Single-Span,Multi-Hop,True
1826,researchreportonfootballinindia2015-150122112755-conversion-gate01_95,What percentage of football fans in the country where social media reach of Messi and Ronaldo combined is 14 million has ISL reached?,3.02,researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf,"['researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf', 'fintechver8-thejunction-130112110154-phpapp02_95.pdf', 'cmigq7qvsnisuodbt0y9-140511134622-phpapp01_95.pdf', 'blackfriday-131210025239-phpapp02_95.pdf']",https://www.slideshare.net/simplify360/interesting-findings-on-football-in-india,,"[7, 11]",Single-Span,Multi-Hop,True
1828,redcardfinal-140220002603-phpapp01_95,What was VALENCIA's UEFA Official Ranking in the year Manchester United Trophy Tour visited three cities in China?,9,redcardfinal-140220002603-phpapp01_95.pdf,"['redcardfinal-140220002603-phpapp01_95.pdf', '141121organicwayforward-141123090600-conversion-gate02_95.pdf', 'connectedcarsecurity-150902031020-lva1-app6892_95.pdf', 'marymeekersinternettrends2015underlined-150604010855-lva1-app6891_95.pdf']",https://www.slideshare.net/KAWO_Official/mailman-red-card-2014-china-digital-champions-league,,"[3, 5]",Single-Span,Multi-Hop,True
1830,redcardfinal-140220002603-phpapp01_95,"Which team had a higher UEFA Official Ranking in 2013, BARCELONA or the team which launched Sina Account in July 2013?",BARCELONA,redcardfinal-140220002603-phpapp01_95.pdf,"['redcardfinal-140220002603-phpapp01_95.pdf', 'publicopinionlandscape-election201610-151013152816-lva1-app6892_95.pdf', 'agileenterprise-reinventingorgs-150402022438-conversion-gate01_95.pdf', 'asiasshoppingsafarifinalwebinardeckforparticipants-141105212832-conversion-gate01_95.pdf', 'cellcyclecheckpointsapoptosisandcancer-141109105010-conversion-gate01_95.pdf', 'procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf']",https://www.slideshare.net/KAWO_Official/mailman-red-card-2014-china-digital-champions-league,,"[3, 5]",Single-Span,Multi-Hop & Discrete,True
1832,redcardfinal-140220002603-phpapp01_95,In what year did the team which was ranked 18th in the UEFA Official Rankings 2013 launch Guilin academy?,2013,redcardfinal-140220002603-phpapp01_95.pdf,"['redcardfinal-140220002603-phpapp01_95.pdf', 'aseaneconomicintegration-100314152951-phpapp01_95.pdf', 'avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95.pdf', 'basicsofcalculus-150407154114-conversion-gate01_95.pdf', 'ariefhamdanigunawan-lte-091119190732-phpapp01_95.pdf']",https://www.slideshare.net/KAWO_Official/mailman-red-card-2014-china-digital-champions-league,,"[3, 5]",Single-Span,Multi-Hop,True
1834,redcardfinal-140220002603-phpapp01_95,"Which team launched a Tencent account first, Real Madrid or the team whose total points were 69 on the 2014 China Digital Football Red Card table?",REAL MADRID,redcardfinal-140220002603-phpapp01_95.pdf,"['redcardfinal-140220002603-phpapp01_95.pdf', 'gcconfessions-150413122429-conversion-gate01_95.pdf', 'fdi-110428004543-phpapp02_95.pdf', 'shrmsurveyfindingsstrategic-benefits-health-care-151014192447-lva1-app6891_95.pdf', 'automobilesector1-110819081233-phpapp01_95.pdf', 'campaignanalysis02-mahindrae2olaunchmarch282013-130328080338-phpapp01_95.pdf', 'linkedinsalesdeck-140604040835-phpapp02_95.pdf']",https://www.slideshare.net/KAWO_Official/mailman-red-card-2014-china-digital-champions-league,,"[5, 7]",Single-Span,Multi-Hop & Discrete,True
1836,redcardfinal-140220002603-phpapp01_95,"Who is the top player on Sina Weibo, Rio Ferdinand or the player who was paid record transfer fee during the summer window in 2013?",Rio Ferdinand,redcardfinal-140220002603-phpapp01_95.pdf,"['redcardfinal-140220002603-phpapp01_95.pdf', 'ch16-150313050025-conversion-gate01_95.pdf', 'procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf', 'embeddedsysteminvehicles-140413160734-phpapp02_95.pdf', 'rrresultsq22015enfinal-150806063426-lva1-app6891_95.pdf', 'automobileindustryinindia-130807012739-phpapp01_95.pdf', 'shrmsurveyfindingsstrategic-benefits-health-care-151014192447-lva1-app6891_95.pdf', 'anti-lockabsshow-140614024326-phpapp01_95.pdf', 'agileenterprise-reinventingorgs-150402022438-conversion-gate01_95.pdf', 'b2bproductsalesforstartupsbylucboillyv0-160406160814_95.pdf']",https://www.slideshare.net/KAWO_Official/mailman-red-card-2014-china-digital-champions-league,,"[17, 18]",Single-Span,Multi-Hop,True
1838,rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95,In what year was the city whose sample N was 99 in the study founded?,1824,rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf,"['rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf', '5benefitsofanonprofittheoryofchange-160229202540_95.pdf', 'overviewofapacheflinkbyslimbaltagi-150707030808-lva1-app6892_95.pdf', 'appannieapp012015new0126-150126041258-conversion-gate02_95.pdf']",https://www.slideshare.net/Focx/remembering-vacant-lots-residents-use-of-informal-urban-greenspace-as-children-and-teenagers-in-japan-and-australia,,"[7, 8]",Single-Span,Multi-Hop,True
1840,rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95,"In 2011, what was the population (in millions) of the city which Hiroko, 52, female is from?",1.9,rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf,"['rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf', 'q4fy14earningspresentationfinalschedules-140804061403-phpapp01_95.pdf', 'comparativereportonhealthyfoodinthailandindonesiaandvietnamin2015-150612065514-lva1-app6892_95.pdf', 'nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95.pdf', 'competitiveoutcomes-091006065143-phpapp01_95.pdf', 'colawarscontinue-final-140515114621-phpapp02_95.pdf', 'presentation-140726083339-phpapp01_95.pdf']",https://www.slideshare.net/Focx/remembering-vacant-lots-residents-use-of-informal-urban-greenspace-as-children-and-teenagers-in-japan-and-australia,,"[1, 7]",Single-Span,Multi-Hop,True
1842,rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95,"Which has a higher Pop. density, Sapporo or the city where 85% of children/teens use IGS?",Sapporo,rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf,"['rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf', 'compostingfinal-150126084912-conversion-gate01_95.pdf', 'deis-141102221759-conversion-gate01_95.pdf', 'b2bproductsalesforstartupsbylucboillyv0-160406160814_95.pdf', 'dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf', 'chinajoy-sns-v3-090724053148-phpapp02_95.pdf', 'dempartysystemsworkshopv-150307225705-conversion-gate01_95.pdf', 'shrmsurveyfindingsstrategic-benefits-health-care-151014192447-lva1-app6891_95.pdf', '5benefitsofanonprofittheoryofchange-160229202540_95.pdf']",https://www.slideshare.net/Focx/remembering-vacant-lots-residents-use-of-informal-urban-greenspace-as-children-and-teenagers-in-japan-and-australia,,"[7, 9]",Single-Span,Multi-Hop & Discrete,True
1844,rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95,"Which has more Park space per person, Brisbane or the city where 13% said they prefer IGS over parks and gardens because it's not crowded?",Brisbane,rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf,"['rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf', 'searchenginemarketshareqtr12015-150514071542-lva1-app6891_95.pdf', 'fluidselectrolytesivtherapy-100622133356-phpapp02_95.pdf', 'linkedin101ppt-130804174926-phpapp01_95.pdf', 'careerdevelopment-120104020127-phpapp01_95.pdf']",https://www.slideshare.net/Focx/remembering-vacant-lots-residents-use-of-informal-urban-greenspace-as-children-and-teenagers-in-japan-and-australia,,"[7, 11]",Single-Span,Multi-Hop & Discrete,True
1847,realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95,"In the country where home flipping spiked briefly at the end of 2009 and beginning of 2010, when was Foreclosure Activity higher, Apr--05 or Apr-10?",Apr-10,realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf,"['realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf', 'chinajoy-sns-v3-090724053148-phpapp02_95.pdf', 'renewableenergypresentation-150404092630-conversion-gate01_95.pdf', 'autonomouscar-140901094343-phpapp02_95.pdf', 'drugsusedinendodontics-140610222907-phpapp01_95.pdf', 'asiapacificdigitaloverview2014-140919001445-phpapp01_95.pdf']",https://www.slideshare.net/RealtyTrac/latest-distressed-market-trends,,"[2, 13]",Single-Span,Multi-Hop & Discrete,True
1849,realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95,What city had the highest Annual Pct Change in Foreclosure Activity in the month Nevada's REO Monthly Pct Change was 247?,"Washington, DC",realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf,"['realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf', 'fintechver8-thejunction-130112110154-phpapp02_95.pdf', 'cc-indiatabletsreport-november2011-111130102726-phpapp01_95.pdf', 'q4fy14earningspresentationfinalschedules-140804061403-phpapp01_95.pdf', 'ardentcapitalandthailandinvestments2014-01-15v3-140120212530-phpapp02_95.pdf', 'distributionsurveyhospitalityd-a-chscheggfux2012-120411150112-phpapp01_95.pdf', 'measuringsuccessonfacebooktwitterlinkedin-160317142140_95.pdf', 'childdevelopment-141125142743-conversion-gate02_95.pdf', 'fogel-eklips-ceo-online-visibility-survey-121122044702-phpapp02_95.pdf', 'brazilstartupreport-140629211253-phpapp02_95.pdf']",https://www.slideshare.net/RealtyTrac/latest-distressed-market-trends,,"[3, 8]",Multi-Span,Multi-Hop & Discrete,True
1851,realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95,"In the month the annual pct change of scheduled foreclosure auctions was 118 in New Jersey, which city had a higher annual pct change in foreclosure activity, San Diego or Los Angeles?",San Diego,realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf,"['realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf', 'rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf', 'danabadauohridmacedonia23-24may2015-151218201157_95.pdf', 'pacaaronsmithpresentation-140729112205-phpapp02_95.pdf']",https://www.slideshare.net/RealtyTrac/latest-distressed-market-trends,,"[3, 7]",Single-Span,Multi-Hop & Discrete,True
1853,realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95,"In the month the annual pct change in foreclosure activity was -23 in Tampa, which state had the highest REO monthly percent change?",Maryland,realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf,"['realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf', '20140706whatcanfundraiserslearnfromrappers-140707171243-phpapp02_95.pdf', 'campaignanalysis02-mahindrae2olaunchmarch282013-130328080338-phpapp01_95.pdf', 'roleofhrbusinesspartner-141201132920-conversion-gate01_95.pdf', 'monetizationslides-150116120943-conversion-gate01_95.pdf', 'cerebralhemorrhage-090619101057-phpapp01_95.pdf']",https://www.slideshare.net/RealtyTrac/latest-distressed-market-trends,,"[3, 8]",Single-Span,Multi-Hop & Discrete,True
1856,reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95,What is the total population of the country where 30% are less interested in news?,"313,847,465",reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf,"['reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf', 'phstartupreportv5-130727005123-phpapp02_95.pdf', 'efis-140411041451-phpapp01_95.pdf', 'fluidselectrolytesivtherapy-100622133356-phpapp02_95.pdf', 'donorretentionisntspeeddating-150827141331-lva1-app6891_95.pdf', 'presentation-150429012118-conversion-gate01_95.pdf']",https://www.slideshare.net/NicNewman/reuters-institute-digital-news-report-2014-tracking-the-future-of-news,,"[3, 5]",Single-Span,Multi-Hop,True
1858,reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95,What percent internet penetration is there in the country where 8% says radio is their main platform for accessing news?,84,reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf,"['reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf', 'germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf', 'redcardfinal-140220002603-phpapp01_95.pdf', 'cmigq7qvsnisuodbt0y9-140511134622-phpapp01_95.pdf', 'associationmappinginplants-150413205026-conversion-gate01_95.pdf', 'colawarscontinue-final-140515114621-phpapp02_95.pdf', 'agileenterprise-reinventingorgs-150402022438-conversion-gate01_95.pdf', 'buselmay2012-141017152353-conversion-gate02_95.pdf']",https://www.slideshare.net/NicNewman/reuters-institute-digital-news-report-2014-tracking-the-future-of-news,,"[3, 7]",Single-Span,Multi-Hop,True
1860,reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95,"Which country has a larger FINAL SAMPLE, Spain or the country where 13% of 55+ says their main platform for news is online?",SPAIN,reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf,"['reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf', 'copyofuntitleddesign2-140627143425-phpapp02_95.pdf', 'finalmediafindingspdf-141228031149-conversion-gate02_95.pdf', '1-150711120533-lva1-app6892_95.pdf', 'aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95.pdf', 'directindirectretainersinrpd-140921213048-phpapp02_95.pdf', 'sdmwebinar-140721120644-phpapp01_95.pdf', 'anaofspine-101212113106-phpapp01_95.pdf']",https://www.slideshare.net/NicNewman/reuters-institute-digital-news-report-2014-tracking-the-future-of-news,,"[3, 9]",Single-Span,Multi-Hop & Discrete,True
1863,reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95,"Which country has a larger total population, Japan or the country where 35% were interested in sports news?",JAPAN,reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf,"['reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf', 'creatingeconomiesofnaturepptpresentation04-09-2010-100521023140-phpapp02_95.pdf', 'chapter-3-seawater-160218031855_95.pdf', 'phstartupreportv5-130727005123-phpapp02_95.pdf', 'discoverhdp2-140619164156-phpapp02_95.pdf', 'appannieapp012015new0126-150126041258-conversion-gate02_95.pdf', 'mobilemegatrends2009visionmobilenew-090226011714-phpapp01_95.pdf', 'astudyoncustomerpreferebceandsatisfactiontowardsbajajbikes-150814133516-lva1-app6891_95.pdf']",https://www.slideshare.net/NicNewman/reuters-institute-digital-news-report-2014-tracking-the-future-of-news,,"[3, 10]",Single-Span,Multi-Hop & Discrete,True
1865,roadsectorppt-july7-100901040020-phpapp02_95,"What does a good connectivity of the thing, 3.3 million km of which is networked in India, ensure?",all round - social and economic development of any region,roadsectorppt-july7-100901040020-phpapp02_95.pdf,"['roadsectorppt-july7-100901040020-phpapp02_95.pdf', 'buildakickassteam-nopingpongtablerequired-151117144722-lva1-app6891_95.pdf', 'automobileindustryinindia-130807012739-phpapp01_95.pdf', 'ebs-pgconnectshelsinkisept2016v4-150907095857-lva1-app6892_95.pdf', 'ngosocialcontractingenundpfinal-160224122114_95.pdf', 'realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf', '2014globaldigitalsociallandscape-140803004322-phpapp02_95.pdf', 'directindirectretainersinrpd-140921213048-phpapp02_95.pdf']",https://www.slideshare.net/sharifishere/road-sector-in-india,,"[1, 2]",Single-Span,Multi-Hop,True
1867,roadsectorppt-july7-100901040020-phpapp02_95,"What share of the pie chart is Major District Roads and the roads which are under the jurisdiction of the Ministry of Rural Development, state governments, rural road development agencies and village panchayats?",79.81,roadsectorppt-july7-100901040020-phpapp02_95.pdf,"['roadsectorppt-july7-100901040020-phpapp02_95.pdf', 'ngosocialcontractingenundpfinal-160224122114_95.pdf', 'dfb-ydp-140711173913-phpapp02_95.pdf', 'campaignanalysis02-mahindrae2olaunchmarch282013-130328080338-phpapp01_95.pdf', 'acuteappendicitis-110202065502-phpapp02_95.pdf', 'brazilstartupreport-140629211253-phpapp02_95.pdf', 'pacaaronsmithpresentation-140729112205-phpapp02_95.pdf', 'directindirectretainersinrpd-140921213048-phpapp02_95.pdf', '8eeomnwqsmdmin6levsv-signature-2693c633d5e2c6d5cfd1372a7aa1d1a8df13f59c942a848ca9497686d609bddd-poli-150601151510-lva1-app6892_95.pdf']",https://www.slideshare.net/sharifishere/road-sector-in-india,,"[3, 4]",Single-Span,Multi-Hop,True
1869,roadsectorppt-july7-100901040020-phpapp02_95,"What makes up a bigger share of the pie chart, State Highways or the roads whose development project was launched in 1999 and cost Rs 3,000 billion?",State Highways,roadsectorppt-july7-100901040020-phpapp02_95.pdf,"['roadsectorppt-july7-100901040020-phpapp02_95.pdf', 'ch08-sales-training-1215322718314319-9_95.pdf', 'analytics1-151203211051-lva1-app6892_95.pdf', 'brandmanagement-itchotels-150823162717-lva1-app6892_95.pdf', 'newmicrosoftpowerpointpresentation-140302025348-phpapp01_95.pdf', 'europeactive-140730052811-phpapp02_95.pdf', 'antibiotics-141109111447-conversion-gate02_95.pdf', 'cobaltpresentation-110513172526-phpapp02_95.pdf', 'applicationandadvancesofpolymers-141224015235-conversion-gate02_95.pdf']",https://www.slideshare.net/sharifishere/road-sector-in-india,,"[3, 9]",Single-Span,Multi-Hop,True
1871,roadsectorppt-july7-100901040020-phpapp02_95,"Regarding the sector where about 137 projects worth Rs 648 billion have been completed or are under construction, what is the road length in km in the state of Orissa?","242,736",roadsectorppt-july7-100901040020-phpapp02_95.pdf,"['roadsectorppt-july7-100901040020-phpapp02_95.pdf', 'afabric-manufacturing-150314104020-conversion-gate01_95.pdf', 'basicsofcalculus-150407154114-conversion-gate01_95.pdf', 'deis-141102221759-conversion-gate01_95.pdf', 'designcitieslikeyougiveadamn-111006154943-phpapp01_95.pdf']",https://www.slideshare.net/sharifishere/road-sector-in-india,,"[11, 12]",Single-Span,Multi-Hop,True
1874,searchenginemarketshareqtr12015-150514071542-lva1-app6891_95,"Regarding Google market share as of end 1st Qtr 2015, what percentage is shown for the region where Yahoo market share as of end 1st Qtr 2015 was 2.35%?",93.10,searchenginemarketshareqtr12015-150514071542-lva1-app6891_95.pdf,"['searchenginemarketshareqtr12015-150514071542-lva1-app6891_95.pdf', 'chapter3-140622095458-phpapp02_95.pdf', 'cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95.pdf', 'barcampbournemouthcanvaskeynote-100410160445-phpapp02_95.pdf']",https://www.slideshare.net/GlobalAnalysts/search-engine-market-share-qtr-1-2015,,"[3, 9]",Single-Span,Multi-Hop,True
1876,searchenginemarketshareqtr12015-150514071542-lva1-app6891_95,"Regarding Google market share as of end 1st Qtr 2015, which is a greater percentage, Asia or the region where Bing market share as of end 1st Qtr 2015 was 8.61%?",Asia,searchenginemarketshareqtr12015-150514071542-lva1-app6891_95.pdf,"['searchenginemarketshareqtr12015-150514071542-lva1-app6891_95.pdf', 'deis-141102221759-conversion-gate01_95.pdf', 'chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95.pdf', 'dieselenginelubrication-150205043455-conversion-gate02_95.pdf', 'siecomsservicemarketingapril201424042014ver2-140505001912-phpapp02_95.pdf', 'indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95.pdf', 'arrestingaudiences-100923234826-phpapp01_95.pdf', 'brennpunkt2015neuburger-151110110849-lva1-app6892_95.pdf']",https://www.slideshare.net/GlobalAnalysts/search-engine-market-share-qtr-1-2015,,"[3, 6]",Single-Span,Multi-Hop & Discrete,True
1878,searchenginemarketshareqtr12015-150514071542-lva1-app6891_95,"Regarding market share of the search engine with the largest share of 58.80% in Japan as of end 1st Qtr 2015, which place is shown as 92.47%?",Europe,searchenginemarketshareqtr12015-150514071542-lva1-app6891_95.pdf,"['searchenginemarketshareqtr12015-150514071542-lva1-app6891_95.pdf', 'aquacultureproducerorganisationscairo25sept2012-121023231529-phpapp02_95.pdf', 'buildakickassteam-nopingpongtablerequired-151117144722-lva1-app6891_95.pdf', 'betacodex-organizeforcomplexity-120624124755-phpapp02_95.pdf', 'autonomouscar-140901094343-phpapp02_95.pdf']",https://www.slideshare.net/GlobalAnalysts/search-engine-market-share-qtr-1-2015,,"[3, 18]",Single-Span,Multi-Hop,True
